cb_person_default_on_file,person_home_ownership,person_income
N,MORTGAGE,83000
N,MORTGAGE,83000
N,MORTGAGE,83000
Y,RENT,60000
N,MORTGAGE,83000
N,MORTGAGE,83000
N,RENT,61000
N,RENT,61000
N,MORTGAGE,83004
N,MORTGAGE,83004
Y,RENT,24000
N,RENT,24000
N,RENT,24000
Y,MORTGAGE,83135
N,MORTGAGE,83137
N,RENT,24000
N,RENT,24000
N,RENT,24000
N,MORTGAGE,83200
Y,MORTGAGE,83200
N,RENT,25000
N,RENT,25000
Y,RENT,25000
N,MORTGAGE,83500
N,RENT,25000
N,RENT,25000
N,RENT,25000
Y,RENT,25000
N,MORTGAGE,83820
N,MORTGAGE,83886
N,RENT,25200
Y,RENT,25200
N,MORTGAGE,84000
N,RENT,25596
N,OWN,84000
N,RENT,25716
N,RENT,26208
N,MORTGAGE,84000
N,MORTGAGE,84000
N,RENT,26880
N,MORTGAGE,84000
N,MORTGAGE,84000
N,RENT,27500
N,MORTGAGE,84000
N,MORTGAGE,84000
N,RENT,27600
N,RENT,27600
N,RENT,28000
N,MORTGAGE,84000
Y,OWN,84000
N,MORTGAGE,84000
N,MORTGAGE,78000
N,RENT,28800
N,MORTGAGE,84000
N,MORTGAGE,84000
N,MORTGAGE,84000
N,RENT,28880
N,MORTGAGE,84000
N,OWN,84000
N,RENT,29102
N,MORTGAGE,84000
N,RENT,30000
N,RENT,30000
N,OWN,84000
N,RENT,62000
N,RENT,62000
N,MORTGAGE,84000
N,RENT,62000
N,MORTGAGE,84000
N,MORTGAGE,66300
N,MORTGAGE,84000
N,MORTGAGE,84000
N,RENT,62000
Y,MORTGAGE,84000
N,RENT,62200
N,RENT,62400
N,OWN,84000
N,MORTGAGE,84000
Y,MORTGAGE,84000
N,RENT,62496
Y,RENT,62496
N,RENT,62500
N,MORTGAGE,84000
N,RENT,63000
N,RENT,63000
Y,MORTGAGE,78132
N,RENT,63600
N,MORTGAGE,84500
Y,RENT,64000
N,MORTGAGE,84500
N,OWN,38000
N,OWN,38000
N,MORTGAGE,84780
N,OWN,38000
N,RENT,64450
N,MORTGAGE,84906
N,MORTGAGE,84996
N,MORTGAGE,84996
N,RENT,65000
Y,MORTGAGE,84996
N,MORTGAGE,84996
Y,RENT,59000
N,RENT,65000
N,RENT,65000
N,RENT,65000
N,MORTGAGE,78996
N,MORTGAGE,84996
N,MORTGAGE,84996
N,OWN,85000
N,RENT,67000
N,MORTGAGE,73000
N,RENT,67000
Y,RENT,67000
N,RENT,68000
N,RENT,68000
N,MORTGAGE,85000
N,MORTGAGE,85000
N,RENT,63600
N,RENT,69805
N,MORTGAGE,85000
Y,RENT,70000
N,RENT,70000
N,MORTGAGE,85000
N,MORTGAGE,85000
N,MORTGAGE,85000
N,MORTGAGE,85000
N,MORTGAGE,73000
Y,RENT,70000
N,RENT,70000
N,RENT,70000
N,OWN,37440
N,OWN,37404
N,MORTGAGE,85000
N,RENT,71000
N,RENT,71000
N,MORTGAGE,85000
Y,RENT,71000
Y,RENT,72000
N,OWN,37200
Y,RENT,72000
N,RENT,72000
Y,MORTGAGE,85000
N,MORTGAGE,85000
N,MORTGAGE,85000
N,MORTGAGE,85000
N,MORTGAGE,85000
N,MORTGAGE,85000
N,RENT,72000
N,RENT,72000
N,MORTGAGE,85000
N,MORTGAGE,62050
N,RENT,66000
N,MORTGAGE,85000
Y,MORTGAGE,85000
N,MORTGAGE,85000
N,RENT,72500
N,MORTGAGE,85000
Y,MORTGAGE,73000
Y,MORTGAGE,85000
N,MORTGAGE,85000
N,RENT,73200
N,RENT,73660
N,RENT,74000
N,RENT,40000
Y,RENT,40800
N,MORTGAGE,85000
N,MORTGAGE,85000
N,RENT,41000
Y,RENT,35000
Y,RENT,41000
N,MORTGAGE,85000
N,MORTGAGE,85000
N,RENT,42000
N,MORTGAGE,85000
N,RENT,42000
N,MORTGAGE,85000
N,RENT,36000
N,RENT,36000
N,MORTGAGE,85000
N,OWN,85000
Y,MORTGAGE,85000
N,OWN,85000
Y,OWN,37000
N,RENT,42000
N,RENT,42000
N,RENT,42000
Y,RENT,42000
N,MORTGAGE,85000
N,MORTGAGE,85000
Y,MORTGAGE,62050
N,MORTGAGE,85000
Y,MORTGAGE,73000
Y,MORTGAGE,73000
N,MORTGAGE,85000
N,RENT,42996
N,MORTGAGE,85000
N,MORTGAGE,85000
N,RENT,75000
Y,OWN,36928
Y,MORTGAGE,73000
N,RENT,75000
N,OWN,85000
N,RENT,75000
N,MORTGAGE,85000
N,RENT,69000
Y,MORTGAGE,85000
N,RENT,75000
N,RENT,75000
Y,MORTGAGE,85000
N,RENT,69000
N,RENT,75000
N,MORTGAGE,85000
N,MORTGAGE,85000
N,OTHER,85000
N,MORTGAGE,85000
Y,MORTGAGE,85000
N,RENT,76000
N,RENT,76663
N,RENT,78000
Y,MORTGAGE,73000
N,OWN,36400
N,RENT,80000
N,MORTGAGE,85000
N,MORTGAGE,85100
N,RENT,80000
Y,MORTGAGE,85200
N,OWN,85224
N,RENT,80000
N,RENT,80000
N,MORTGAGE,85500
N,MORTGAGE,85634
Y,MORTGAGE,73680
N,OWN,85800
N,RENT,62900
N,MORTGAGE,74000
N,MORTGAGE,86000
N,OWN,36000
N,MORTGAGE,86000
N,MORTGAGE,86000
N,OWN,86000
N,RENT,80400
N,MORTGAGE,86000
Y,MORTGAGE,86000
N,MORTGAGE,86000
N,MORTGAGE,86000
N,RENT,81193
N,MORTGAGE,86000
Y,MORTGAGE,86000
N,MORTGAGE,86000
N,RENT,83000
N,MORTGAGE,86000
N,MORTGAGE,74000
N,RENT,84000
N,OWN,86004
N,MORTGAGE,86004
N,MORTGAGE,86004
N,MORTGAGE,86004
N,MORTGAGE,86028
N,MORTGAGE,86100
N,MORTGAGE,86304
N,MORTGAGE,86399
N,MORTGAGE,86400
N,MORTGAGE,86400
Y,RENT,84000
N,RENT,84300
N,MORTGAGE,86400
N,RENT,85000
Y,MORTGAGE,86400
N,MORTGAGE,86400
Y,MORTGAGE,74400
N,RENT,85000
N,OWN,86500
N,MORTGAGE,86625
N,MORTGAGE,74700
N,MORTGAGE,86706
N,MORTGAGE,86800
N,RENT,85000
N,MORTGAGE,86875
N,MORTGAGE,75000
N,MORTGAGE,75000
Y,RENT,73000
N,MORTGAGE,87000
N,RENT,86000
N,RENT,86496
Y,MORTGAGE,87000
Y,OWN,36000
N,OWN,36000
Y,MORTGAGE,87000
N,RENT,88000
N,OWN,36000
N,RENT,88365
Y,OWN,87000
N,MORTGAGE,87000
N,MORTGAGE,87000
N,MORTGAGE,87000
N,OWN,36000
N,MORTGAGE,87000
N,OWN,36000
N,RENT,89000
N,RENT,89000
N,RENT,90000
N,MORTGAGE,75000
N,RENT,90000
N,MORTGAGE,87120
N,MORTGAGE,87204
N,MORTGAGE,87360
N,MORTGAGE,87360
N,RENT,90000
N,MORTGAGE,87504
Y,MORTGAGE,87504
N,OWN,87580
N,OWN,87600
N,MORTGAGE,87600
N,MORTGAGE,87600
N,RENT,90000
N,RENT,90000
N,MORTGAGE,87895
N,MORTGAGE,87950
Y,MORTGAGE,87988
N,MORTGAGE,88000
N,MORTGAGE,76000
N,MORTGAGE,88000
N,MORTGAGE,88000
N,RENT,90000
N,RENT,90444
N,RENT,91200
N,MORTGAGE,88000
Y,MORTGAGE,64600
N,RENT,93000
N,RENT,93000
Y,RENT,94140
Y,MORTGAGE,76000
Y,MORTGAGE,88000
Y,OWN,88000
N,MORTGAGE,76000
N,RENT,95004
N,RENT,95500
Y,MORTGAGE,76000
N,MORTGAGE,88000
N,RENT,96000
N,MORTGAGE,88055
Y,RENT,99000
Y,RENT,99996
N,MORTGAGE,88500
N,MORTGAGE,88560
N,RENT,100000
N,MORTGAGE,88800
N,MORTGAGE,89000
N,MORTGAGE,89000
N,MORTGAGE,89000
N,RENT,100000
N,MORTGAGE,89000
N,MORTGAGE,65450
N,RENT,76500
N,OWN,89000
N,MORTGAGE,77000
N,MORTGAGE,89000
N,MORTGAGE,77000
Y,MORTGAGE,77000
Y,MORTGAGE,89000
N,RENT,110000
N,MORTGAGE,89000
N,MORTGAGE,89004
N,RENT,110000
Y,MORTGAGE,89004
N,RENT,111996
N,OWN,36000
N,MORTGAGE,77400
N,OWN,89520
N,MORTGAGE,89602
N,RENT,120000
Y,MORTGAGE,89849
Y,MORTGAGE,89900
N,RENT,120000
N,RENT,120000
N,RENT,108000
N,RENT,120000
N,MORTGAGE,90000
N,RENT,123000
N,RENT,113000
N,RENT,96053
N,MORTGAGE,90000
N,MORTGAGE,90000
Y,RENT,117000
N,MORTGAGE,90000
Y,RENT,117005
N,MORTGAGE,90000
N,RENT,130000
N,MORTGAGE,90000
Y,RENT,130000
Y,RENT,100300
N,RENT,130000
N,MORTGAGE,90000
N,RENT,140000
N,MORTGAGE,90000
N,RENT,140000
N,OWN,90000
N,MORTGAGE,90000
Y,MORTGAGE,78000
N,RENT,150000
N,RENT,150000
N,RENT,150000
N,RENT,150086
N,MORTGAGE,90000
N,MORTGAGE,90000
N,RENT,170000
N,RENT,187000
N,RENT,223000
Y,RENT,703800
Y,MORTGAGE,90000
N,RENT,170000
N,RENT,54000
N,MORTGAGE,90000
N,MORTGAGE,90000
N,MORTGAGE,90000
Y,MORTGAGE,90000
N,RENT,36000
N,MORTGAGE,90000
N,MORTGAGE,90000
N,MORTGAGE,90000
N,RENT,27996
Y,MORTGAGE,90000
N,RENT,28800
N,MORTGAGE,90000
N,MORTGAGE,90000
N,RENT,31500
N,RENT,35196
N,MORTGAGE,90000
N,MORTGAGE,90000
Y,MORTGAGE,90000
N,RENT,42000
N,MORTGAGE,90000
N,RENT,52000
N,MORTGAGE,90000
Y,MORTGAGE,78000
N,MORTGAGE,90000
N,MORTGAGE,90000
N,MORTGAGE,90000
N,MORTGAGE,90000
N,RENT,70000
N,RENT,36000
N,MORTGAGE,90000
N,MORTGAGE,90000
N,RENT,75000
Y,RENT,108000
N,MORTGAGE,90000
N,MORTGAGE,90000
Y,OWN,90000
N,MORTGAGE,90000
Y,RENT,65000
N,RENT,72000
N,MORTGAGE,90000
Y,RENT,35000
N,RENT,35000
N,MORTGAGE,90000
N,MORTGAGE,90000
N,RENT,36500
N,MORTGAGE,90000
N,MORTGAGE,90000
N,MORTGAGE,90000
N,RENT,37440
N,RENT,40000
Y,MORTGAGE,90000
N,MORTGAGE,90000
N,MORTGAGE,90000
N,MORTGAGE,90000
N,MORTGAGE,90000
N,MORTGAGE,90000
N,MORTGAGE,90000
N,RENT,36000
N,RENT,45000
Y,RENT,39600
N,MORTGAGE,90000
Y,MORTGAGE,90000
N,RENT,46080
N,MORTGAGE,90000
N,RENT,47000
N,MORTGAGE,90000
N,MORTGAGE,90000
N,RENT,48000
N,MORTGAGE,90000
Y,RENT,49548
N,MORTGAGE,78000
N,MORTGAGE,66300
N,MORTGAGE,90000
N,MORTGAGE,90000
Y,OWN,35000
N,RENT,50000
N,MORTGAGE,90000
N,OWN,35000
N,RENT,58800
N,OWN,35000
N,RENT,67000
Y,MORTGAGE,90000
N,MORTGAGE,90000
Y,MORTGAGE,90000
N,MORTGAGE,90000
N,MORTGAGE,78000
N,OWN,90000
N,MORTGAGE,90000
N,MORTGAGE,90000
N,MORTGAGE,90000
N,MORTGAGE,78000
Y,RENT,16800
Y,MORTGAGE,90000
N,RENT,37000
N,RENT,57120
Y,MORTGAGE,78000
N,MORTGAGE,90000
N,RENT,18200
N,RENT,27000
N,RENT,44000
N,RENT,52000
N,MORTGAGE,90000
N,RENT,15000
N,MORTGAGE,90000
N,MORTGAGE,90000
N,MORTGAGE,90000
N,RENT,15000
N,MORTGAGE,90000
N,MORTGAGE,66300
Y,MORTGAGE,78000
Y,RENT,18000
N,MORTGAGE,90000
N,MORTGAGE,78000
N,MORTGAGE,90000
Y,MORTGAGE,90000
N,MORTGAGE,90000
N,MORTGAGE,90000
N,MORTGAGE,90000
N,RENT,35004
N,RENT,40560
N,MORTGAGE,90080
N,MORTGAGE,78111
N,RENT,40800
N,MORTGAGE,78300
Y,MORTGAGE,90301
Y,MORTGAGE,78305
N,MORTGAGE,90400
N,RENT,45000
N,MORTGAGE,90522
Y,MORTGAGE,90636
N,MORTGAGE,90700
N,MORTGAGE,90722
N,MORTGAGE,90722
N,MORTGAGE,91000
N,MORTGAGE,91000
N,MORTGAGE,91000
N,MORTGAGE,91000
N,OWN,91000
N,OWN,91000
N,MORTGAGE,91000
N,RENT,10000
N,MORTGAGE,91000
Y,MORTGAGE,91000
N,MORTGAGE,91000
N,RENT,48000
N,MORTGAGE,91000
N,MORTGAGE,91000
N,RENT,15000
N,OWN,91000
Y,MORTGAGE,67150
N,MORTGAGE,91080
N,RENT,28000
N,MORTGAGE,91200
N,MORTGAGE,79200
N,RENT,30996
N,MORTGAGE,79200
N,RENT,32000
N,MORTGAGE,91224
N,RENT,37000
N,MORTGAGE,91384
N,RENT,32000
N,RENT,34000
N,OWN,35000
N,RENT,40792
N,MORTGAGE,91560
Y,MORTGAGE,91644
Y,RENT,38420
N,MORTGAGE,92000
N,MORTGAGE,92000
N,RENT,25200
N,MORTGAGE,92000
Y,OWN,35000
N,RENT,66000
N,RENT,27000
N,MORTGAGE,92000
N,MORTGAGE,92000
N,RENT,40500
N,MORTGAGE,92000
N,MORTGAGE,92000
N,MORTGAGE,92000
N,RENT,42096
N,MORTGAGE,92000
N,MORTGAGE,92000
N,MORTGAGE,92000
N,MORTGAGE,92000
N,RENT,14400
N,MORTGAGE,92000
N,MORTGAGE,92000
N,MORTGAGE,92000
Y,MORTGAGE,92000
N,RENT,14400
N,MORTGAGE,92000
N,MORTGAGE,92000
N,MORTGAGE,92000
Y,MORTGAGE,68000
N,MORTGAGE,92000
N,MORTGAGE,92000
N,MORTGAGE,92000
N,MORTGAGE,92000
N,RENT,15889
N,RENT,16560
N,RENT,17040
N,RENT,18000
N,MORTGAGE,92004
N,RENT,19968
N,MORTGAGE,92004
N,MORTGAGE,92052
Y,RENT,20000
Y,MORTGAGE,68255
Y,MORTGAGE,92400
N,OWN,34800
N,RENT,48000
N,MORTGAGE,92508
N,OWN,34800
N,MORTGAGE,92700
N,MORTGAGE,92800
N,RENT,58000
N,MORTGAGE,93000
N,MORTGAGE,93000
N,MORTGAGE,93000
N,OWN,34500
N,OWN,34500
N,MORTGAGE,93000
N,MORTGAGE,93000
N,MORTGAGE,93000
N,MORTGAGE,93000
Y,MORTGAGE,81000
N,MORTGAGE,93000
N,MORTGAGE,93000
N,RENT,70004
N,OWN,93000
Y,MORTGAGE,93000
N,MORTGAGE,93000
N,RENT,80000
N,RENT,98850
N,RENT,101877
N,MORTGAGE,93132
N,RENT,130000
Y,RENT,150000
N,MORTGAGE,93600
N,RENT,60000
N,MORTGAGE,93600
N,RENT,54000
N,MORTGAGE,94000
N,MORTGAGE,94000
Y,RENT,54000
N,MORTGAGE,94000
N,MORTGAGE,94000
N,RENT,35000
Y,RENT,30000
N,MORTGAGE,94000
N,RENT,38000
N,MORTGAGE,94000
N,MORTGAGE,94000
N,MORTGAGE,94000
N,RENT,44640
Y,RENT,46000
Y,OWN,94104
N,MORTGAGE,94500
Y,MORTGAGE,70125
N,MORTGAGE,94500
N,MORTGAGE,94700
N,RENT,62000
Y,RENT,62000
N,MORTGAGE,94896
N,RENT,65000
N,RENT,65000
N,RENT,70000
N,RENT,69000
Y,RENT,75000
Y,RENT,80000
N,RENT,85000
N,RENT,104000
N,MORTGAGE,95000
N,MORTGAGE,95000
N,MORTGAGE,95000
N,MORTGAGE,95000
N,OWN,95000
N,MORTGAGE,95000
N,MORTGAGE,95000
N,MORTGAGE,95000
N,MORTGAGE,95000
Y,MORTGAGE,95000
N,RENT,96000
N,MORTGAGE,95000
N,RENT,50000
Y,MORTGAGE,95000
N,MORTGAGE,95000
N,RENT,50400
N,RENT,44500
N,RENT,46000
N,MORTGAGE,95000
N,MORTGAGE,95000
N,RENT,52809
N,MORTGAGE,95000
N,RENT,55000
N,RENT,55000
N,MORTGAGE,95000
N,MORTGAGE,95000
N,OWN,33600
Y,MORTGAGE,95000
N,MORTGAGE,95000
N,MORTGAGE,95000
N,MORTGAGE,95000
Y,RENT,57996
N,RENT,58000
Y,MORTGAGE,70550
N,OWN,33600
N,MORTGAGE,95000
N,RENT,59000
N,RENT,54000
N,MORTGAGE,95000
N,MORTGAGE,95000
N,RENT,61211
N,MORTGAGE,95000
N,MORTGAGE,95000
N,RENT,62496
N,RENT,64000
N,RENT,64000
N,OWN,95000
N,MORTGAGE,95000
Y,MORTGAGE,95000
N,RENT,65000
N,MORTGAGE,95000
N,MORTGAGE,95000
N,MORTGAGE,95000
N,MORTGAGE,95000
N,MORTGAGE,95000
N,MORTGAGE,95000
N,MORTGAGE,95000
N,MORTGAGE,95000
N,MORTGAGE,95000
N,MORTGAGE,95000
N,RENT,65004
N,MORTGAGE,95000
N,RENT,61000
N,MORTGAGE,95000
N,RENT,67000
N,RENT,68000
N,MORTGAGE,95000
N,MORTGAGE,95000
N,RENT,70000
N,MORTGAGE,95000
Y,RENT,66996
N,RENT,76000
N,RENT,77000
Y,RENT,78000
N,MORTGAGE,95000
Y,MORTGAGE,95000
Y,RENT,84000
N,MORTGAGE,95004
Y,MORTGAGE,95004
N,RENT,90000
Y,MORTGAGE,95142
N,MORTGAGE,95200
Y,MORTGAGE,83234
N,RENT,92250
Y,MORTGAGE,95500
N,MORTGAGE,95680
N,MORTGAGE,95827
N,MORTGAGE,96000
N,MORTGAGE,96000
Y,MORTGAGE,84000
N,MORTGAGE,96000
Y,MORTGAGE,96000
N,RENT,144000
Y,RENT,33736
N,MORTGAGE,96000
N,MORTGAGE,96000
Y,MORTGAGE,84000
N,MORTGAGE,96000
Y,MORTGAGE,96000
N,MORTGAGE,96000
N,RENT,80000
N,OWN,96000
Y,OWN,33000
N,MORTGAGE,96000
N,MORTGAGE,96000
N,OWN,33000
N,OWN,96000
N,MORTGAGE,96000
N,RENT,88000
N,MORTGAGE,71400
N,MORTGAGE,96000
N,RENT,44000
N,MORTGAGE,96000
N,OWN,96000
Y,OWN,33000
N,MORTGAGE,96000
N,MORTGAGE,96000
N,RENT,57936
Y,MORTGAGE,96000
N,MORTGAGE,96000
N,MORTGAGE,96000
Y,RENT,30000
N,RENT,42000
N,OWN,96000
N,RENT,80000
Y,RENT,33036
N,RENT,55000
N,MORTGAGE,96000
Y,RENT,51600
N,MORTGAGE,96000
N,MORTGAGE,96000
N,OWN,32500
N,MORTGAGE,96000
N,MORTGAGE,96000
N,MORTGAGE,96000
Y,MORTGAGE,96000
N,MORTGAGE,96000
N,MORTGAGE,84000
N,OWN,32496
N,RENT,23000
N,RENT,41400
N,OWN,96000
N,RENT,42000
Y,RENT,42000
Y,MORTGAGE,84000
Y,MORTGAGE,84000
N,RENT,42900
Y,MORTGAGE,84000
N,MORTGAGE,96120
N,MORTGAGE,96300
N,MORTGAGE,96339
N,RENT,37000
N,RENT,43738
N,RENT,44049
N,RENT,45000
N,RENT,39000
N,RENT,45000
N,MORTGAGE,96636
N,MORTGAGE,96713
N,MORTGAGE,96996
N,RENT,45000
Y,MORTGAGE,97000
N,RENT,45000
N,MORTGAGE,97000
N,MORTGAGE,97000
N,MORTGAGE,97000
N,MORTGAGE,97000
N,MORTGAGE,97000
N,MORTGAGE,97000
N,MORTGAGE,97000
Y,MORTGAGE,72250
Y,RENT,46900
Y,MORTGAGE,97000
N,MORTGAGE,97000
N,RENT,48880
Y,MORTGAGE,97000
N,RENT,48996
N,OWN,97000
N,OWN,97000
N,MORTGAGE,97000
N,MORTGAGE,97000
Y,OTHER,72250
N,RENT,50000
N,MORTGAGE,97192
N,OWN,32000
N,MORTGAGE,97200
N,RENT,50000
N,MORTGAGE,97200
N,MORTGAGE,97200
N,MORTGAGE,97296
N,RENT,44000
N,RENT,50000
Y,RENT,44000
Y,RENT,50000
N,MORTGAGE,97500
N,MORTGAGE,97500
Y,OWN,98000
N,RENT,52392
N,MORTGAGE,98000
N,MORTGAGE,98000
N,MORTGAGE,98000
N,OWN,98000
N,OWN,98000
N,RENT,47400
Y,MORTGAGE,86000
N,MORTGAGE,86000
N,MORTGAGE,86000
N,MORTGAGE,98000
N,MORTGAGE,98000
N,MORTGAGE,86000
N,MORTGAGE,98000
N,MORTGAGE,98000
N,MORTGAGE,98000
N,RENT,48000
N,MORTGAGE,98000
N,MORTGAGE,98000
Y,MORTGAGE,73100
N,OWN,32000
N,MORTGAGE,98000
N,RENT,55000
N,RENT,55000
N,MORTGAGE,98004
N,MORTGAGE,98056
N,MORTGAGE,98080
Y,MORTGAGE,86260
N,MORTGAGE,98300
N,MORTGAGE,98300
N,MORTGAGE,98320
N,MORTGAGE,98400
Y,MORTGAGE,98400
N,MORTGAGE,98406
N,RENT,56000
N,MORTGAGE,98480
N,MORTGAGE,98700
N,OWN,98736
N,MORTGAGE,98784
N,RENT,57600
N,OWN,99000
N,MORTGAGE,99000
N,RENT,58000
N,MORTGAGE,99000
N,RENT,59004
N,MORTGAGE,99000
N,MORTGAGE,99000
N,MORTGAGE,99000
N,MORTGAGE,99000
N,MORTGAGE,99000
N,RENT,60000
N,MORTGAGE,99300
N,MORTGAGE,99400
N,MORTGAGE,99400
N,MORTGAGE,99518
N,MORTGAGE,99600
N,MORTGAGE,99780
N,MORTGAGE,99800
N,MORTGAGE,99996
Y,MORTGAGE,74797
N,MORTGAGE,99996
Y,MORTGAGE,74797
N,MORTGAGE,99996
N,MORTGAGE,99996
Y,MORTGAGE,74797
N,RENT,62400
N,MORTGAGE,99996
N,RENT,56500
N,RENT,63000
N,MORTGAGE,88000
N,MORTGAGE,100000
Y,MORTGAGE,100000
Y,OWN,100000
Y,MORTGAGE,100000
Y,RENT,66000
N,RENT,66996
Y,RENT,68000
N,OWN,31200
N,OWN,31200
N,RENT,69000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
Y,RENT,73000
N,MORTGAGE,100000
N,OWN,31200
N,MORTGAGE,100000
N,MORTGAGE,100000
N,RENT,75000
N,MORTGAGE,100000
Y,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
Y,RENT,69000
Y,MORTGAGE,100000
N,MORTGAGE,100000
N,RENT,75000
N,MORTGAGE,100000
N,RENT,76254
Y,MORTGAGE,88000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,RENT,76500
N,MORTGAGE,100000
N,RENT,78000
Y,RENT,80000
N,OWN,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,RENT,80000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,RENT,80000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,OWN,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
Y,OWN,31000
N,MORTGAGE,100000
N,OWN,100000
N,MORTGAGE,100000
N,RENT,84000
N,OWN,31000
N,OWN,31000
Y,OWN,100000
Y,RENT,85000
N,RENT,85000
Y,MORTGAGE,100000
N,RENT,85332
N,OWN,31000
N,MORTGAGE,100000
N,OWN,31000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,RENT,93000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
Y,MORTGAGE,100000
Y,OWN,100000
N,MORTGAGE,100000
N,RENT,100000
N,RENT,103560
N,MORTGAGE,100000
N,RENT,105000
Y,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,RENT,115000
N,MORTGAGE,100000
Y,MORTGAGE,88000
N,MORTGAGE,100000
N,MORTGAGE,88000
N,RENT,110400
N,RENT,125000
N,MORTGAGE,100000
Y,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
Y,MORTGAGE,100000
N,MORTGAGE,100000
Y,OWN,100000
N,RENT,138000
N,OWN,100000
N,MORTGAGE,100000
N,OWN,100000
N,MORTGAGE,100000
Y,MORTGAGE,100000
N,OWN,100000
N,MORTGAGE,100000
N,RENT,48000
N,MORTGAGE,100000
N,RENT,83203
Y,RENT,30000
Y,MORTGAGE,100000
N,MORTGAGE,100000
N,RENT,30000
N,RENT,31897
Y,MORTGAGE,100000
N,MORTGAGE,100000
Y,MORTGAGE,88000
Y,MORTGAGE,100000
N,RENT,34800
N,RENT,36500
N,MORTGAGE,100000
N,MORTGAGE,100000
Y,MORTGAGE,100000
N,RENT,39000
N,MORTGAGE,100000
Y,MORTGAGE,100000
N,MORTGAGE,100000
N,RENT,46400
N,MORTGAGE,100000
N,RENT,40000
N,MORTGAGE,100000
Y,OWN,30000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,88296
N,RENT,30000
N,RENT,30000
N,MORTGAGE,100500
N,RENT,31800
N,MORTGAGE,100596
N,MORTGAGE,100800
N,RENT,36000
N,MORTGAGE,100843
N,MORTGAGE,88970
N,MORTGAGE,101000
N,MORTGAGE,101000
N,MORTGAGE,101000
N,MORTGAGE,101000
N,MORTGAGE,101000
N,RENT,38000
N,OWN,101000
N,RENT,43000
N,OWN,30000
N,MORTGAGE,101000
N,MORTGAGE,101000
N,MORTGAGE,101000
N,MORTGAGE,101000
N,MORTGAGE,101004
N,MORTGAGE,101004
N,MORTGAGE,101004
N,OWN,30000
N,OWN,75905
N,MORTGAGE,101400
Y,MORTGAGE,101416
Y,RENT,44500
N,RENT,45000
N,MORTGAGE,90000
Y,MORTGAGE,102000
Y,MORTGAGE,102000
N,MORTGAGE,102000
N,MORTGAGE,102000
N,MORTGAGE,102000
N,RENT,58000
Y,MORTGAGE,102000
N,MORTGAGE,102000
N,MORTGAGE,102000
N,MORTGAGE,102000
N,MORTGAGE,102000
N,RENT,65000
N,MORTGAGE,102000
N,RENT,68000
N,MORTGAGE,102000
N,MORTGAGE,102000
N,MORTGAGE,102000
N,OWN,102000
Y,MORTGAGE,102058
N,MORTGAGE,102368
Y,RENT,73500
N,MORTGAGE,102400
N,MORTGAGE,102489
N,MORTGAGE,102500
N,MORTGAGE,102500
N,MORTGAGE,102500
N,MORTGAGE,102540
N,RENT,75000
N,OWN,102672
N,MORTGAGE,102996
N,MORTGAGE,103000
N,MORTGAGE,103000
N,MORTGAGE,103000
N,MORTGAGE,103000
N,MORTGAGE,103000
N,MORTGAGE,103000
N,MORTGAGE,103000
N,MORTGAGE,103000
N,MORTGAGE,103000
N,RENT,79820
N,MORTGAGE,103000
N,RENT,84000
N,MORTGAGE,103000
N,MORTGAGE,103089
N,MORTGAGE,103200
N,RENT,85000
N,MORTGAGE,103363
N,MORTGAGE,103500
N,RENT,85000
Y,MORTGAGE,103800
N,MORTGAGE,103992
N,MORTGAGE,104000
N,MORTGAGE,104000
N,MORTGAGE,104000
N,OWN,104000
N,RENT,96000
Y,OWN,104000
N,MORTGAGE,104000
N,MORTGAGE,104000
N,OWN,30000
Y,RENT,100000
N,RENT,100000
N,MORTGAGE,104000
N,MORTGAGE,92000
Y,RENT,50000
N,RENT,28800
Y,MORTGAGE,104000
N,MORTGAGE,104525
N,RENT,30000
N,MORTGAGE,105000
N,RENT,31000
N,MORTGAGE,105000
N,MORTGAGE,105000
N,MORTGAGE,105000
N,MORTGAGE,105000
N,RENT,32000
Y,RENT,35000
N,MORTGAGE,105000
N,MORTGAGE,105000
N,RENT,30000
N,MORTGAGE,105000
N,RENT,40581
